league,team,venue,city,state,vendor,stand_name,section,item_name,description,price,category,source_url,season
NHL,New Jersey Devils,Prudential Center,Newark,NJ,The Jersey Tomato,,"Sections 4, 16, & 130",Garlic Knots in a Goalie Helmet,"Soft, pillowy dough knots brushed heavily with garlicky olive oil and served with rich house-made marinara sauce, packaged directly inside a collectible souvenir Devils goalie helmet.",,Headline Item,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Smash by Pat LaFrieda,,Sections 12 & 111,Smash by Pat LaFrieda,"The legendary meat purveyor handles the heavy burger lines with the Ranch House Burger—two smashed Pat LaFrieda beef patties dripping with ranch, pickles, bacon jam, white cheddar, and crispy fried onions on a plush…",,Local Partner,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,The Boardwalk Cheesesteak,,Section 126,The Boardwalk Cheesesteak,"Bringing Jersey Shore energy to Newark. Shaved Pat LaFrieda ribeye, charred peppers and onions, and a heavy pour of house-made cheese sauce packed into a freshly baked hero roll.",,Local Partner,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Mighty Quinn's BBQ,,Section 4,Mighty Quinn's BBQ,"A heavy-hitting addition to the roster, slinging authentic, low-and-slow pit-smoked brisket and pulled pork sandwiches packed with pickled red onions and local BBQ sauces.",,Local Partner,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Goya Cantina,,Section 101,Goya Cantina,"The go-to destination for vibrant Latin flavor, pumping out Pork Al Pastor and Chicken Tinga tacos alongside incredibly popular Cheesesteak Empanadas.",,Local Partner,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Popcorn for the People,,Section 4,Popcorn for the People,"A highly celebrated stand created entirely to provide career opportunities for the neurodivergent and disabled community. Grab a tin of gourmet flavored popcorn, featuring Dark Chocolate Espresso, French Toast, or…",,Drinks/Social,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Heritage Kitchen Pop-Ups,,Section 4,B&R Eats Menu,"To give everyday fans a massive break from stadium inflation, select portables offer heavily discounted staples for Black & Red Members and partial plan holders, featuring $4.99 hot dogs or fries, and $9.99burger…",,Drinks/Social,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Heritage Kitchen Pop-Ups,,Section 4,The Hockey Stick Beer,"On select game nights throughout the season, the arena rolls out its viral souvenir hockey stick beer yard, a literal replica stick built to hold a massive pour of your favorite draft.",,Drinks/Social,,2026
NHL,New Jersey Devils,Prudential Center,Newark,NJ,Check Point Bar & Grill,,Suite Level 1,Check Point Bar & Grill,"A gorgeous, reservations-required pre-game dining room serving a farm-to-fan menu of charcuterie, handmade pasta, and fresh seasonal risottos before the puck drops.",,Drinks/Social,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Benihana,,Section 103 & Premium Clubs,Benihana,"Launched in February 2026 as the official hibachi restaurant of the Islanders and UBS Arena. This fast-casual teppanyaki outpost pumps out their world-famous, high-heat Hibachi Rice Bowls loaded with your choice of…",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,The CinnaBEC,,Section 202,The CinnaBEC,"A beautiful, completely unhinged breakfast-for-dinner mashup. It takes a classic New York bacon, egg, and cheese and stamps it entirely inside a sweet, warm, gooey cinnamon bun.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,The Meatball Arancini Hero,,Sections 108 & 203,The Meatball Arancini Hero,"An absolute carb-heavy triumph. A fresh hero roll packed with savory Italian meatballs, crispy deep-fried arancini (risotto balls), and a heavy pour of rich marinara sauce.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,The Knishwich,,Section 102,The Knishwich,"A spectacular, old-school New York delicatessen play, layering hot shaved pastrami, Swiss cheese, tangy coleslaw, and zesty mustard directly inside a warm, pillowy knish bun.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Chicken Bacon Ranch Cheesesteak,,Sections 105 & 207,Chicken Bacon Ranch Cheesesteak,"Shaved beef and grilled chicken tossed together on a flat top, loaded with smoky bacon crumbles, molten cheese, and a heavy drench of buttermilk ranch on a local hoagie roll.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Burgerology,,Section 119,Burgerology,"The beloved local chain handles gourmet burger cravings with the Henry Ford Burger(bacon-beef blend patty, cheddar, and caramelized onions). It is also the undisputed home of the Rainbow Cookie Milkshake—vanilla ice…",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Fuku by David Chang,,Section 214,Fuku by David Chang,Serving up a massive crunch with the OG Spicy Fried Chicken Sando(habanero-brined chicken breast topped with Fuku Mayo and pickles) alongside sweet-jalapeño seasoned waffle fries.,,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Shah’s Halal,,Section 107,Shah’s Halal,"Bringing authentic local street-cart energy indoors, pumping out high-velocity Chicken and Gyro Rice Platters completely blanketed in their legendary white sauce.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Shareable Poutine Pucks,,Market 111,Shareable Poutine Pucks,"Skin-on fries served in a massive, hockey-puck-inspired shareable tray. Go with the Classic (cheese curds and savory brown gravy) or the Italian Poutine Puck loaded with fresh mozzarella, vibrant vodka sauce, and…",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Shareable Poutine Pucks,,Market 111,The Cookie Doughminator,"Two massive, scratch-baked chocolate chip cookies stuffed to the absolute gills with raw, edible cookie dough and completely dipped in a rich dark chocolate shell.",,Headline Item,,2026
NHL,New York Islanders,UBS Arena,Elmont,NY,Zeppole Kebab,,Section 213,Zeppole Kebab,"A highly portable, stadium-friendly dessert featuring golden-fried Italian dough balls skewered and bursting with alternating Nutella and raspberry fillings.",,Headline Item,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,Bytown Grill,,Section 119,The Canadian Cubano,"A spectacular, incredibly heavy-hitting twist on the classic sandwich. A crusty French loaf packed flat with a trio of meats—local Canadian peameal bacon, black forest ham, and crispy strip bacon—smothered in melted…",,Drinks/Social,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,Capital Eats,,"Sections 203, 217, 227",Tourtière Kettle Nachos,"A beautiful, messy French-Canadian winter classic reimagined for the stands. Crispy, house-fried kettle chips completely smothered in spiced meat tourtière filling, warm cheese sauce, and green onions.",,Drinks/Social,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,TSN Lounge,,Section 113 & Portables,Golden Palace Egg Rolls,"A literal Ottawa phenomenon since 1960. These world-famous, heavily addicted, open-ended pork and cabbage egg rolls are delivered straight from the legendary Carling Avenue restaurant to the arena all night.",,Drinks/Social,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,Gabriel Pizza,,"Sections 105, 207, 223",Gabriel Pizza,"The official pizza of the Ottawa Senators. This beloved local chain is famous for its thick, golden, intensely cheesy crust, slinging classic combination slices that are practically a mandatory meal for families in the…",,Drinks/Social,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,Smoke’s Poutinerie,,Sections 206 & 225,Smoke’s Poutinerie,"The ultimate Canadian comfort destination. Lines stay long for their massive boxes of fresh-cut fries blanketed in authentic, squeaky St-Albert cheese curds, rich beef gravy, and loaded toppings like pulled pork or…",,Drinks/Social,,2026
NHL,Ottawa Senators,Canadian Tire Centre,Ottawa,ON,Dunrobin Distilleries,,Section 116,Dunrobin Distilleries,"Highlighting the absolute best in regional artisanal spirits, pouring custom Sens Sours using native Dunrobin Canadian Whisky topped with a float of Cabernet Sauvignon.",,Drinks/Social,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,"The ""Lord Stanley"" Hoagie",,FNB & Captain Morgan Clubs,"The ""Lord Stanley"" Hoagie","Shaved grilled steak, melted provolone cheese, seasoned waffle fries, and crisp coleslaw, all packed entirely inside a fresh local Italian hoagie roll.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,"The ""Lord Stanley"" Hoagie",,FNB & Captain Morgan Clubs,The “Smoked Like a Bad Cigar” Pastrami Hoagie,"Towering layers of hot, pit-smoked pastrami swimming in mustard and tucked into a crusty, warm roll.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,"The ""Lord Stanley"" Hoagie",,FNB & Captain Morgan Clubs,The “Slap Me Silly” Braised Beef Nachos,"A massive tray of crispy tortilla chips smothered in deeply savory, slow-braised shredded beef, jalapeños, and warm liquid queso.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The “Sausalito Seal” Sandwich,,Club Levels,The “Sausalito Seal” Sandwich,"Well-seasoned roasted buffalo chicken, a sharp and velvety gorgonzola crema, and crispy fried onions on a plush ciabatta bun.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The “Sausalito Seal” Sandwich,,Club Levels,New Showcase,The Fifth Ave Food Hall (Section 116),,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The “Sausalito Seal” Sandwich,,Club Levels,Ital Yinz,"A brilliant, Italian-American deli crossover station launching a line of four premium specialty sandwiches packed with capicola, salami, and melted cheeses.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The “Sausalito Seal” Sandwich,,Club Levels,Snacks N’at,"The ultimate stop for classic Pittsburgh finger foods. The undisputed breakout hit here is the Pickled Pierogies—a zesty, tangy twist on the city's unofficial state dish, fried to a perfect golden crisp.",,Local Partner,,
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Steel City Smash,,Sections 108 & 206,Cherry Coke BBQ Loaded Smash Burger,"A sweet-and-savory masterpiece featuring a lace-edged Angus smash patty drenched in a custom, sticky Cherry Coke-infused BBQ sauce, topped with melted cheddar and crispy jalapeños. (They also sling a killer Hot Pepper…",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Dahtahn Lobster,,Section 110,Lobster Nachos,"Elevating stadium seafood, this dish stacks fresh chips with a rich, creamy cheese sauce and giant chunks of sweet, butter-braised Atlantic lobster meat topped with fresh chives.",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Dippy’s Combo Platter,,Section 105,Dippy’s Combo Platter,"A spectacular, chaotic appetizer tray featuring crispy cheesesteak egg rolls and sweet raspberry cheesecake rolls, paired with side-by-side cups of wasabi crème and southwest dipping sauces.",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Smokehouse,,Section 109,Smoked Golden BBQ Chicken Mac ’n Cheese,"Velvety, rich three-cheese macaroni piled high with pit-smoked pulled chicken and a tangy, Carolina-style golden mustard BBQ sauce.",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The Shaved Kielbasa Sandwich,,Pittsburgh Smokehouse - 100 Level,The Shaved Kielbasa Sandwich,"A blue-collar arena staple. Thick, beautifully seared local kielbasa sausage piled high with kraut on a fresh bun that routinely ranks as a local fan favorite.",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Milkshake Factory,,Section 107,Jake’s Shake,"Despite roster shifts over the years, this shake remains an untouchable PPG Paints Arena legacy institution. It features a thick, rich chocolate milkshake blended with hot fudge, crushed cookies, and brownies, topped…",,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,Fuku® by Chef David Chang,,Section 116,Fuku® by Chef David Chang,Pumping out a massive crunch with the famous O.G. Spicy Fried Chicken Sando served on a squishy bun with pickles and habanero mayo.,,Headline Item,,2026
NHL,Pittsburgh Penguins,PPG Paints Arena,Pittsburgh,PA,The Hall of Favs,,Section 205,The Hall of Favs,"A hyper-efficient, upper-deck marketplace housing mini-outposts of the region's absolute heavyweights—including Primanti Bros. (sandwiches topped with fries and slaw) and Burgatory(gourmet custom-blend beef and…",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Slush Cantina,,Section 306 & Jumbo's - Club 113,"""Chomps"" Teal Kettle Chips","A visual masterpiece for the 35th anniversary. Crispy, house-fried kettle chips dyed completely in signature Sharks teal, heavily drizzled with a sweet, tangy, and spicy Mexican chamoy sauce.",,Drinks/Social,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,The Kernel,,Sections 110 & 120,The Chum Bucket,"A chaotic but addictive sweet-and-salty movie snack. Movie-theater popcorn tossed together with broken pieces of strawberry Pop-Tarts, freeze-dried strawberries, and custom drizzles of both teal and red chocolate.",,Drinks/Social,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,The Kernel,,Sections 110 & 120,Blood in the Water Cocktail,"Served as a double shot inside a collectible souvenir mini goalie mask cup, this tropical fan-favorite mixes mango vodka, grenadine, Sprite, and fresh lime to create a bright, refreshing drink with a sweet edge.",,Drinks/Social,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Jumbo's,,Club Section 113,The Potato Tornado,"Inspired directly by Sharks legend Joe Thornton (#19), this brand-new concourse anchor serves jumbo-sized fan favorites. The breakout hit is a massive, spiral-twirled crispy fried potato on a stick, heavily dusted with…",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,PANA,,Section 111,The PB&A Arepa,"Delivering authentic, gluten-free Venezuelan comfort to the tank. While they serve traditional shredded chicken and pork varieties, the undisputed champion for vegetarian and clean-eating fans is the PB&A—stuffed to…",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Fin Philly,,Section 126,Cheesesteak of the Month,"Keeping the menu fluid, this stand rotates through hyper-creative, limited-edition cheesesteak flavor profiles every single month of the season to keep the local faithful guessing.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Nirvana Soul Coffee,,Section 210,Nirvana Soul Coffee,"A highly celebrated, Black-owned San Jose neighborhood institution that brought its bold, artisan coffee brews and local pastries straight to the mezzanine level to fuel fans during late-third-period pushes.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Nirvana Soul Coffee,,Section 210,Ivan’s Baked Potatoes,"Giant, salt-crusted baked potatoes loaded down with smoky chorizo, tender carne asada, charred poblano peppers, sour cream, and green onions.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Nirvana Soul Coffee,,Section 210,Bun Me Up,"Pumping out soft, pillowy Asian fusion steamed bao buns packed with rich, melt-in-your-mouth braised pork belly and pickled vegetables.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Nirvana Soul Coffee,,Section 210,Habana Cuba,"Serving up perfectly pressed, authentic local Cubano sandwiches layered with Swiss cheese and mustard.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Treat Street,,Section 226 & The Puck Parlor,Shark-Cone Taiyaki,"A brilliant dessert build featuring a fresh-baked, shark-shaped waffle cone filled with vibrant blue cookies-and-cream soft serve ice cream and finished with a sharp raspberry sauce drizzle.",,Headline Item,,2026
NHL,San Jose Sharks,SAP Center,San Jose,CA,Cake Cart,,Section C01,Dubai Chocolate Strawberry Cups,"Bringing the massive global viral trend straight to the ice. A decadent cup layered with fresh strawberries, rich pistachio cream, crunchy toasted filo dough pieces, dark chocolate sauce, and whipped cream.",,Headline Item,,2026
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Poke Pop,,Section 6,Freshly Shucked Oysters,"A historic achievement in stadium dining. Climate Pledge Arena is the first sports venue in the United States to offer live, freshly shucked seasonal oysters right on the general admission main concourse.",,Headline Item,,2026
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Bavarian Meats Cart,,Section 4,The Arena Dog,"Taking the classic stadium frank to a five-star culinary level. A snap-casing local sausage nestled in a hoagie roll and completely smothered in tender, low-and-slow Royal Ranch braised short rib, crispy fried onions,…",,Headline Item,,2026
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Molly D's Burgers,,Section 8,The Crispy Peanut Butter & Jelly,"A brilliant, comforting dessert mashup that has gone completely viral. A classic PB&J packed with house-made jam using locally harvested Pacific Northwest berries, flash-fried to create a crunchy, golden shell with a…",,Headline Item,,2026
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,The Rotating Chef’s Table,,Sections 24 & 25,The Rotating Chef’s Table,"A brilliant, open-concept platform that swaps menus six times throughout the season to highlight Seattle's independent neighborhood culinary experts. It anchored the start of the season with Barrio Bowls—packing bowls…",,Headline Item,,2026
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Piroshky Piroshky,,Section 4,Piroshky Piroshky,"The legendary Pike Place Market Eastern European bakery officially makes its arena debut, taking over the former Noodle Nirvana space. Kraken fans pack the lines for their iconic, flaky Beef & Potato Piroshky, the…",,Local Partner,,
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Poke Pop,,Section 6,Poke Pop,"Beyond oysters, this is the premier destination for clean eating, slinging gorgeous Shoyu Ahi Tuna Bowls (with fresh avocado, wakame, and tobiko over sushi rice) and perfectly glazed Spam Musubi.",,Local Partner,,
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Ballard Pizza Co.,,"Sections 13, 26, & 120",Ballard Pizza Co.,"Chef Ethan Stowell’s local powerhouse pumps out New York-style street slices with beautifully blistered crusts, including the fan-favorite Ballard Bridge loaded pie.",,Local Partner,,
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Smoked Turkey Leg,,"$9.99 - Mercer Mac N Cheese, Section 24",Smoked Turkey Leg,"The undisputed star of the value bracket, offering a massive, fair-style smoked turkey leg at half the price of traditional regional event venues.",,Local Partner,,
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,$9.99,,Section 6,Bristol Bay Salmon Chowder,"A comforting, deeply rich local favorite packed with sweet corn, braised shallots, and fresh salmon.",,Local Partner,,
NHL,Seattle Kraken,Climate Pledge Arena,Seattle,WA,Royal Ranch Cheese Steak,,"$9.99 - Sound Bytes, Section 11",Royal Ranch Cheese Steak,"A heavily portioned, shaved steak roll dripping with melted cheese that functions as a complete standalone meal for under ten dollars.",,Local Partner,,
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,STL Kitchen Gastropub,,Portal 15,The Gastropub Steak Sandwich,"The breakout star of the current campaign. This elevated concept serves up a heavy-hitting steak sandwich loaded with tender, juicy sliced beef, crispy fried onions, fresh arugula, and a sharp horseradish aioli on…",,Local Partner,,
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Crumbl Cookies,,Portal 52,Gourmet Cookie Drop,"A massive win for the upper concourse this season. The viral bakery chain has set up a dedicated outpost upstairs, baking fresh, rotation-heavy gourmet cookies to satisfy your late-game sweet tooth.",,Local Partner,,
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,The Wok Stand,,Portal 11,The Revamped Wok,"This fan-favorite station received a major menu overhaul, rolling out high-velocity comfort plays like Philly Cheesesteak Egg Rolls, sweet-and-spicy General Tso's Chicken, and crispy crab rangoon alongside their…",,Local Partner,,
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Sugarfire Smoke House & Hi-Pointe Drive-In,,"Portals 3, 11, 45, & 315",Sugarfire Smoke House & Hi-Pointe Drive-In,"This legendary local tandem dominates multiple levels. Sugarfire keeps the crowd fueled with their famous BBQ Burnt End Nachos and slow-smoked brisket, while Hi-Pointe handles the flat-top with lace-edged smash burgers…",,Headline Item,,2026
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,FarmTruk,,Portal 36 - Mezzanine Level,FarmTruk,"Bringing elite food truck culture indoors, this hyper-local favorite lines fans up for their Famous Brisket Mac & Cheese, scratch-made Reuben sandwiches, and a slice of authentic St. Louis Gooey Butter Cake.",,Headline Item,,2026
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Byrd & Barrel,,Portal 117,Byrd & Barrel,"Even though they closed their standalone brick-and-mortar location, their pressure-fried chicken empire completely thrives on game nights. Run here for ultra-juicy buttermilk chicken tenders and decadent Fried Chicken…",,Headline Item,,2026
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Kohn's Kosher Deli,,Portal 11,Kohn's Kosher Deli,"Famous for pumping out ""The Gloria""—a post-season legacy masterpiece packed with shaved ribeye, pastrami, caramelized onions, and a punchy cranberry-horseradish sauce on a fresh roll.",,Headline Item,,2026
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Lion's Choice,,Portal 4 & 327,Lion's Choice,"A true local rite of passage, serving up their iconic, ultra-thin shaved roast beef sandwiches on warm, salted buns.",,Headline Item,,2026
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Tropical Liqueurs,,Portal 20 & 42,"Frozen ""Trops""","A beloved St. Louis tradition. These dedicated outposts churn out high-octane, adult slushies—the Frozen Raspberry Lemonade is the undisputed fan favorite to combat the heat of a tight third period.",,Drinks/Social,,
NHL,St. Louis Blues,Enterprise Center,St. Louis,MO,Tropical Liqueurs,,Portal 20 & 42,Ice's Plain & Fancy,A spectacular dessert show where premium liquid nitrogen is used to flash-freeze custom ice cream right in front of your eyes (the mint chocolate chip is spectacular).,,Drinks/Social,,
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Angela’s Ricotta Meatballs & Subs,,Bavaro’s Pizza Napoletana,Angela’s Ricotta Meatballs & Subs,"A legendary local favorite. They pump out incredible meatball sub sandwiches and a signature Penne alla Vodka tossed with imported pasta and a rich, pancetta-infused pomodoro sauce.",,Local Partner,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Prime Rib Sliders,,Malio’s,Prime Rib Sliders,"A stadium-sized spin-off of downtown Tampa's premier upscale steakhouse, slicing tender, juicy prime rib right onto sweet rolls.",,Local Partner,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,The Hot Chicken Sando,,King of the Coop,The Hot Chicken Sando,"The definitive destination for a heavy crunch, slinging fiercely spicy, Nashville-style hot chicken sandwiches and hand-breaded tenders.",,Local Partner,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,The Sushi Burrito,,Zukku Sushi,The Sushi Burrito,"Providing a beautifully fresh, clean-eating alternative with giant, customizable sushi burritos, fresh poke bowls, and curated rolls.",,Local Partner,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Outback Steakhouse,,Section 117,The Bloomin’ Burger,"A massive nod to the famous Tampa-founded chain. This arena-exclusive item features a thick, flame-grilled beef patty piled high with actual crispy Bloomin' Onion petals and a heavy layer of spicy Bloom sauce. (They…",,Drinks/Social,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Bull Market,,Sections 309-310,The Ginger Beef Bowl,"Widely considered by upper-deck season ticket holders as the absolute best value in the building. A massive, steaming base of white rice topped with tender shaved beef, broccoli, carrots, onions, and a deeply savory,…",,Drinks/Social,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Wicked Oak Barbeque,,Section 124,Loaded BBQ Mac & Cheese,"True low-and-slow Tampa pit smoking. Bypassing boring ballpark snacks, this dish features creamy macaroni and cheese smothered in your choice of award-winning pulled pork or smoked brisket, dripping with local guava or…",,Drinks/Social,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,Corona Cove,,Section 123,Cheesesteak Eggrolls,"Bringing a tropical, beachside vibe to the lower concourse. Lines stay packed for their crispy, golden-fried cheesesteak eggrolls, coconut shrimp baskets, and loaded chicken nachos.",,Drinks/Social,,2026
NHL,Tampa Bay Lightning,Benchmark International Arena,Tampa,FL,PDQ,,Sections 102 & 316,Hand-Breaded Buttermilk Tenders,"A dominant fast-casual staple in Florida, pumping out fresh, never-frozen chicken tenders paired with a massive library of homemade honey mustard and sweet sriracha sauces.",,Drinks/Social,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Carve,,"Sections 110, 117, 310, & 321",The AAA Prime Rib Sandwich,"The undisputed heavyweight champion of the main concourse. Executive chefs stand at dedicated hot-carving stations, slicing tender, juicy Top Grade AAA Alberta Roast Beef right in front of you, piling it high onto a…",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Steamer’s Hot Dogs,,Sections 120 & 330,The Glendon Perogy Dog,"A beautifully messy, carb-loaded fan favorite. A snappy, premium frank nestled in a soft bun and completely loaded down with mini potato-and-cheese perogies, sauerkraut, fried onions, sour cream, and fresh chives.",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Carve,,Section 117,The Lumberjack Sandwich,"A towering protein play that stacks house-smoked meats, melted Canadian cheddar, crisp coleslaw, and a tangy BBQ drizzle on thick-cut bread.",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Melt,,Section 121,Gourmet Grilled Cheese,"Routinely commanding some of the longest lines in the building, this stand elevates comfort food with multi-cheese blends pressed on golden Texas toast, featuring a highly rated Pulled Pork Grilled Cheese variation.",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Triple O’s,,"Sections 115, 307, & Club Levels",Triple O’s,"A mandatory rite of passage for any West Coast hockey fan. This spin-off of the legendary White Spot chain pumps out fresh, 100% beef smash burgers loaded with a slice of dill pickle and their famous, closely guarded…",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Panago Pizza,,Sections 118 & 318,Panago Pizza,"Canada's beloved delivery staple handles the high-velocity intermission rush, baking up thick, intensely cheesy, individual personal pies including classic pepperoni and a Veggie Mediterraneanoption.",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Santé,,"Sections 109, 122, & 326",Santé,"Providing a clean-eating alternative to heavy arena foods, slinging fresh Tofu Poke Bowls with vegan glaze, Greek village salads, and fruit plates.",,Local Partner,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Madrí Excepcional Lounge,,Former Club 500,Madrí Excepcional Lounge,"A complete top-to-bottom transformation of the arena's old upper bowl lounge. This swanky, members-only space features Mediterranean-inspired decor, premium tasting menus, and top-shelf cocktail mixology overlooking…",,Drinks/Social,,2026
NHL,Vancouver Canucks,Rogers Arena,Vancouver,BC,Madrí Excepcional Lounge,,Former Club 500,Granville Island Brewing Taprooms,"Spotlighting native Vancouver craft beer culture with dedicated bars pouring fresh, local favorites like Island Lager and Robson Street IPA.",,Drinks/Social,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Capriotti’s Sandwich Shop,,Section 12,The Bobbie,"Voted Las Vegas’s favorite signature sub for decades. It is a beautiful, comforting Thanksgiving-on-a-roll masterpiece packed flat with slow-roasted, hand-pulled turkey, homemade stuffing, cranberry sauce, and a smear…",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,BBQ Mexicana,,Section 19,The Birria Baked Potato,"Engineered by celebrity chefs Mary Sue Milliken and Susan Feniger. It takes a massive, salt-crusted baked potato, splits it open, and smothers it in tender, slow-braised beef birria, rich consommé, and Mexican crema.…",,Headline Item,,2026
NHL,Vegas Golden Knights,T-Mobile Arena,Las Vegas,NV,Kona Big Wave & Golden Road Pubs,,Sections 5 & 17,The Smoke House Burger,"A premium, thick-cut lacy smash patty loaded down with melted pepper jack cheese, smoky peppered bacon, chipotle BBQ sauce, and sweet, whiskey-caramelized onions. Pair it with their famous ""Spice Bag"" Fries.",,Headline Item,,2026
