league,team,venue,city,state,vendor,stand_name,section,item_name,description,price,category,source_url,season
NFL,Chicago Bears,Soldier Field,Chicago,IL,The Bear Paw Pretzel,,Various Locations,The Bear Paw Pretzel,"A massive, salty soft pretzel shaped like a bear paw that is officially ""bigger than a baseball mitt."" It’s designed to be shared by a group of four and comes with hot beer cheese and grain mustard.",,Headline Item,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Carne Asada Waffle Fries,,Section 141,Carne Asada Waffle Fries,"Crispy waffle fries topped with tender marinated carne asada, fresh pico de gallo, lime crema, and a heavy dusting of cotija cheese.",,Headline Item,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Sweet Spot,,Section 110,The Bear Paw Doughnut,"A massive, paw-shaped yeast doughnut topped with vanilla bean ice cream, chocolate drizzle, and orange-and-blue sprinkles.",,Headline Item,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Brisket Nachos,,Section 125,Brisket Nachos,"Slow-smoked brisket piled onto corn chips with nacho cheese, jalapeños, and BBQ sauce, served in a souvenir football-shaped bowl.",,Headline Item,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Mr. Beef,,Section 143,Mr. Beef,"Thanks to the resurgence of the ""Italian Beef"" in pop culture, the legendary Mr. Beef has a permanent outpost. Fans can get the classic Italian Beef Sandwich—""dipped"" and ""hot"" (with giardiniera) just like at the shop…",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Connie’s Pizza,,Multiple Sections,Connie’s Pizza,"A Chicago staple since 1963. New for 2026 is the Beef & Sausage Sicilian Slice, a deep-dish square topped with Connie's signature sauce and zesty giardiniera.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Tavern Burger by Boka Restaurant Group,,Section 105,Tavern Burger by Boka Restaurant Group,"An upscale ""tavern-style"" thin-patty burger with American cheese, onions, and pickles, bringing Michelin-level expertise to the South Loop.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,GG’s Chicken Shop,,Section 112,GG’s Chicken Shop,"Chef Lee Wolen’s local favorite brings crispy, hand-breaded chicken strips and its signature ""GG’s Sauce"" to the lakefront.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Pardon My Cheesesteak,,Section 128,Pardon My Cheesesteak,"In collaboration with the Pardon My Take podcast (hosted by Bears super-fan Big Cat), offering massive, greasy cheesesteaks that have become a pre-game cult favorite.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Suhey Peppers Sausages,,Section 132,Suhey Peppers Sausages,"Former Bears fullback and Super Bowl champ Matt Suhey brings his mother’s legendary ""Suhey Peppers"" to the stadium. These spicy peppers are featured on a line of custom craft sausages.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Israel Idonije’s United Club Menu,,United Club Only,Israel Idonije’s United Club Menu,"Former defensive lineman ""Izzy"" Idonije has curated a special menu for the United Club, featuring a Butter Brined Chicken Sandwich and Loaded Brisket Mac & Cheese.",,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Molly’s Mac & Cheese,,Section 108 & 340,Molly’s Mac & Cheese,A heartwarming addition inspired by a 6-year-old season ticket holder's request to the team president. It features an ultra-creamy five-cheese blend that is now a stadium staple.,,Local Partner,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,The Miller Lite Midway,,West Side,The Miller Lite Midway,"This climate-controlled social club has been renovated for 2026 with new ""Just Walk Out"" grab-and-go beer markets and massive video walls for tracking fantasy scores.",,Drinks/Social,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Dr Pepper Patio,,South Courtyard,Dr Pepper Patio,"The ultimate pre-game destination starting two hours before kickoff, featuring DJs, live appearances by Staley Da Bear, and the ""Monster Squad"" entertainment.",,Drinks/Social,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Bears Kids Meal Box,,"Sections 120, 140, 320",Bears Kids Meal Box,"A convenient, discounted bundle featuring a hot dog, chips, a small treat, and a juice box.",,Dietary/Value,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,Mordy’s Kosher,,Section 325 - South End Zone,Mordy’s Kosher,"A dedicated Glatt Kosher stand (closed Friday nights and Saturdays) serving the ""’85 Pastrami Dog"" and the ""Butkus Burger.""",,Dietary/Value,,2026
NFL,Chicago Bears,Soldier Field,Chicago,IL,"Vegan ""Italian Beef""",,Section 114,"Vegan ""Italian Beef""","A plant-based version of the Chicago classic using seasoned seitan, served with vegan-friendly giardiniera.",,Dietary/Value,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Burnt Ends Breakfast Bowl,,Section 122 & 314,Burnt Ends Breakfast Bowl,"A savory morning-to-midday crossover featuring slow-smoked BBQ burnt ends, scrambled eggs, and a zesty kimchi slaw.",,Headline Item,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Gridiron Grill,,Section 114,"The ""Joe's Special""","A signature smashburger featuring three thin patties, sharp cheddar, ""Who Dey"" secret sauce, and a topping of crispy onions.",,Headline Item,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Taco Tigre,,Section 102 & 208,Taco Tigre,"Authentic street tacos featuring Birria de Res with a side of rich consommé for dipping, reflecting the growing local taco scene.",,Headline Item,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Canopy Cantina,,Section 340,"The ""Dirty"" Who Dey Soda","Joining the 2026 trend, this drink features orange soda mixed with coconut cream, fresh lime, and vanilla—designed to mimic the Bengals' colors.",,Headline Item,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Kckn Chckn,,Section 213,Hot Honey Chicken Biscuits,"Spicy, honey-drizzled fried chicken served on a flaky, buttery biscuit, a favorite for early afternoon kickoffs.",,Headline Item,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Skyline Chili,,Multiple Sections,Skyline Chili,"The official chili of the Bengals for 2026. Fans can finally get the legendary 3-Way and Cheese Coneys at permanent stands throughout the 100, 200, and 300 levels.",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Donatos Pizza,,"Sections 130, 316, 344",Donatos Pizza,"The local favorite continues to serve its ""Edge to Edge"" thin-crust pizza, including the Bengal-oni (extra pepperoni).",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Smoke and Sizzle BBQ,,Section 148,Smoke and Sizzle BBQ,"The stadium's premier BBQ destination. Highlights include the Brisket-Topped Mac & Cheese and the Pulled Pork ""Jungle Fries.""",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Who Dey Melt Grill,,Section 149,Who Dey Melt Grill,"An elevated grilled cheese stand serving the ""Tiger Melt""—sharp cheddar, pepper jack, and spicy capicola on sourdough.",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,"Tenders, Love, and Chicken",,TLC,"Tenders, Love, and Chicken","Hand-breaded premium tenders served with a massive array of local dipping sauces, including a Bertman Original Ballpark Mustard variant.",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,The Boone County Bourbon Bar,,Section 150,The Boone County Bourbon Bar,A sophisticated lounge specializing in local Kentucky bourbons and signature Bourbon Slushies.,,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Canopy Cantina,,300 Level,Canopy Cantina,"A high-energy, outdoor-feel bar area in the upper deck that serves margaritas on tap and features a panoramic view of the Ohio River and The Banks.",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,The Garage Beer Cave,,"Sections 148, 303",The Garage Beer Cave,"A retro-themed, self-serve beer market where fans can grab cold local craft cans from Braxton Brewing and Rhinegeist.",,Local Partner,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Cincinnati Cocktail Co.,,Multiple Sections,Cincinnati Cocktail Co.,"High-speed cocktail bars serving the ""Queen City Mule"" and the ""Riverfront Rita.""",,Drinks/Social,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Jungle Bar,,Section 106,Jungle Bar,"A high-energy pre-game social zone that has been renovated to include more standing-room drink rails and ""Who Dey"" themed lighting.",,Drinks/Social,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,BuzzBallz Bar,,Section 340,BuzzBallz Bar,"A fun, quick-stop location for pre-mixed cocktails, perfect for the high-energy ""Jungle"" atmosphere.",,Drinks/Social,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,BuzzBallz Bar,,Section 340,Walk-Thru Bru,"Frictionless grab-and-go markets expanded to nearly every section for 2026, allowing fans to grab local craft beers without waiting in line.",,Drinks/Social,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Kroger Grab and Go,,Section 108 & 152,Kroger Grab and Go,"The best spot for healthy alternatives, including fresh salads, fruit cups, and yogurt parfaits.",,Dietary/Value,,2026
NFL,Cincinnati Bengals,Paycor Stadium,Cincinnati,OH,Gluten-Free Chili,,Skyline Chili Stands,Gluten-Free Chili,"Skyline's chili is naturally gluten-free, and most stands now offer a ""Chili Bowl"" (no bun/crackers) for those with dietary restrictions.",,Dietary/Value,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,"The ""Jackalope"" Mac Stack",,Section 128,"The ""Jackalope"" Mac Stack","A wild game twist on comfort food featuring smoked antelope, rabbit, and pork sausage, topped with green chili mac & cheese and finished with a dusting of Flamin' Hot Cheeto dust.",,Headline Item,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Dawg House,,Section 107 & 138,The Spicy Slaw Dog,"A jumbo all-beef frank topped with a house-made vinegar-based spicy slaw and pickled jalapeños, designed to give the ""Dawg Pound"" a serious kick.",,Headline Item,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Tenders Love and Chicken,,Section 110 & 214,Hot Honey Chicken Sandwich,"Hand-breaded chicken breast tossed in a local Cleveland hot honey glaze, served with pickles on a toasted brioche bun.",,Headline Item,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,C-Town Eats,,Section 121,Buffalo Chicken Nachos,"A gluten-free fan favorite featuring corn tortilla chips smothered in buffalo-pulled chicken, creamy blue cheese crumbles, and green onions.",,Headline Item,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,"The ""Lake Erie"" Walleye Sandwich",,Section 101,"The ""Lake Erie"" Walleye Sandwich",A nod to the local shoreline—beer-battered walleye served with a zesty tartar sauce and shredded lettuce on a local bakery roll.,,Headline Item,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Mabel's BBQ,,Section 115,Mabel's BBQ,"Chef Michael Symon’s flagship BBQ outpost. The ""Big Pig"" (pulled pork, Cleveland-style BBQ sauce, on a potato bun) remains the gold standard for stadium BBQ.",,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Sauce the City,,Section 149 & Moen Lake Club,Sauce the City,"Chef Victor Searcy Jr. brings his award-winning Spicy Chicken Sandwich to the stadium, featuring his signature ""knuckle"" seasoning and ""Sauce the City"" sauce.",,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Symon’s Burger Joint,,Section 108,Symon’s Burger Joint,"Another Michael Symon staple serving the ""Fat Doug""—a beef patty topped with pastrami, Swiss cheese, and coleslaw.",,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Rocco Whalen’s Great Lakes Cheesesteaks,,Section 122,Rocco Whalen’s Great Lakes Cheesesteaks,"The legendary local chef serves up the ""216 Cheesesteak"" with shaved ribeye, caramelized onions, and a provolone-whiz blend.",,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Rosie + Rocco's,,Section 146,Rosie + Rocco's,An Italian-focused concept serving Personal Pan Pizzas (Cheese or Pepperoni) and classic meatball subs.,,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Melt Bar & Grilled,,Section 111,Melt Bar & Grilled,"The Cleveland institution for gourmet grilled cheese, featuring the ""Kindergarten"" and the ""Buffalo Chicken Melt.""",,Local Partner,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Walk-Thru Bru,,"Sections 101, 129, 312, 415",Walk-Thru Bru,"Frictionless grab-and-go markets have been significantly expanded for 2026. Fans can tap their card, grab a 24oz Masthead IPA or Rhinegeist Truth, and be back in their seats in seconds.",,Drinks/Social,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,The 1946 Room,,200 Level,The 1946 Room,A brand-new premium club for 2026 that features retro and current gaming platforms (arcade games and consoles) alongside a full-service buffet and bar.,,Drinks/Social,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Dawg House Beverage Bar,,Section 114,Dawg House Beverage Bar,"A themed social hub that transitions from local craft beer to ""Winter Seasonal"" warm cocktails (spiked cider and hot chocolate) as the Cleveland weather turns.",,Drinks/Social,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Cocktail Club,,Section 101,Cocktail Club,"Specializing in premium pours of Buffalo Trace and Tito’s, along with the signature ""Orange & Brown"" Mule.",,Drinks/Social,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Pilot Fast Favorites,,Various Locations,Pilot Fast Favorites,"Partnered with Pilot Flying J, these stands offer high-speed service on value items like standard hot dogs, popcorn, and pretzels.",,Dietary/Value,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Vegan & Vegetarian Options,,C-Town Eats,Vegan & Vegetarian Options,"Offering Veggie Wraps, Hummus with Pita, and fresh fruit cups with yogurt.",,Dietary/Value,,2026
NFL,Cleveland Browns,Huntington Bank Field,Cleveland,OH,Vegan & Vegetarian Options,,C-Town Eats,Gluten-Free Awareness,Most major stands now carry Gluten-Free Buns upon request. The Buffalo Chicken Nachos are officially certified gluten-free.,,Dietary/Value,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,The Rowdy Dog,,Section 220 & 441,The Rowdy Dog,"Named after the Cowboys' mascot, this Sonoran-style footlong features a Nathan’s All-Beef Frank wrapped in bacon, served on a brioche bun with candied jalapeños, pico de gallo, and a spicy crema.",,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,The Texas Burrito,,Sections 214 & 411,The Texas Burrito,"A monster 17-inch tortilla filled with your choice of steak or chicken, French fries, guacamole, pico de gallo, and spicy crema.",,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,The Elote Burger,,Section 132 & 325,The Elote Burger,"A juicy Angus patty topped with ""Flamin’ Hot Elote"" (street corn), pepperjack cheese, lettuce, and tomato on a toasted brioche bun.",,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Frito Pie Burger,,Section 132 & 325,Frito Pie Burger,"A Texas staple in burger form—topped with Texas chili, sharp cheddar, and a literal mound of Chili Cheese Fritos.",,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Smoked Salmon BLT,,Main Clubs,Smoked Salmon BLT,"A lighter but indulgent option featuring honey-smoked salmon, crispy bacon, arugula, heirloom tomatoes, and avocado with chipotle aioli.",,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Dessert Nachos,,Sweet Stop - Multiple Sections,Dessert Nachos,Star-shaped cinnamon sugar pastries served with strawberry and cream cheese dipping sauces.,,Headline Item,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Bent Buckle Barbeque,,"Section 101, 125, 310",Bent Buckle Barbeque,"The primary BBQ destination. Famous for the Sausage Supreme(jalapeño cheese sausage, mac & cheese, and sliced brisket in a hoagie) and the Hickory-Smoked Ribs.",,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Vaqueros Tex-Mex,,Sections 204 & 409,Vaqueros Tex-Mex,Authentic North Texas flavors. Highlights include the Salsa Chicken Tacos and the house-made Tortas.,,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Jumbo Cowboys Cheesesteak,,Main Concourse,Jumbo Cowboys Cheesesteak,"A fan-favorite that remains unchanged—sirloin beef, jalapeño jack cheese, and onions on a soft hoagie roll.",,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Blue Bell Ice Cream,,Multiple Sections,Blue Bell Ice Cream,"The official ice cream of Texas, serving specialized ""Cowboys Party Mix"" sundaes and classic hand-scooped cones.",,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Blue Bell Ice Cream,,Multiple Sections,The Suite Refresh,All 363 suites have been modernized with custom stone countertops and high-tech displays.,,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,The Tequila Bar,,Silver Level,The Tequila Bar,An upscale lounge featuring a massive selection of high-end tequilas and the signature Cowboyrita.,,Local Partner,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Plant-Based/Vegetarian Carts,,Sections 110 & 414,Plant-Based/Vegetarian Carts,"One of the best vegan programs in the NFL. Features include Vegan Ultimate Nachos, Buffalo ""Chik’n"" Nachos, and the Thai Veggie Wrap with spicy peanut sauce.",,Dietary/Value,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Gluten-Free Hand Pies,,Hall of Fame Concessions,Gluten-Free Hand Pies,The Cowboys Cheesesteak Hand Pie is available in a gluten-free pastry version.,,Dietary/Value,,2026
NFL,Dallas Cowboys,AT&T Stadium,Arlington,TX,Gluten-Free Hand Pies,,Hall of Fame Concessions,Cowboys Kid Meals,"Located at ""Family Favorites"" stands, offering a discounted hot dog, chips, and a small soda bundle.",,Dietary/Value,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,"The ""Orange Thunder"" Bison Dog",,Section 107 & 231,"The ""Orange Thunder"" Bison Dog","A tribute to the Broncos’ legendary defense. A jumbo bison bratwurst topped with spicy green chile queso, crispy jalapeño straw, and ""Orange Crush"" caramelized onions.",,Headline Item,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Blue Pan Pizza,,Section 127,"Detroit-Style ""Mountain"" Pizza","A new partnership for 2026 with the local favorite. These thick-crust, square slices feature caramelized cheese edges and are topped with ricotta, local honey, and spicy pepperoni.",,Headline Item,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,"The ""Rocky Mountain High"" Nachos",,505 Southwestern - Multiple Sections,"The ""Rocky Mountain High"" Nachos","A massive souvenir bucket filled with corn chips, white queso, black beans, and a heavy pour of authentic 505 Southwestern green chile.",,Headline Item,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Barbed Wire Reef,,Section 524,Elk Jalapeño Cheddar Brat,"For the adventurous fan, this exotic sausage is infused with cheddar and jalapeño, topped with wild berry compote to balance the heat.",,Headline Item,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,"Dirty Soda ""Foothills"" Mix",,Downtown Mile High,"Dirty Soda ""Foothills"" Mix","Following the 2026 trend, this bar offers a ""Mile High"" specialty—mountain berry soda mixed with coconut cream, fresh lime, and a splash of vanilla.",,Headline Item,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Cherry Cricket,,Section 130/Downtown Mile High,Cherry Cricket,"The legendary Denver burger joint brings its award-winning ""cricket burger"" to the stadium. Fans can customize with everything from peanut butter to fried eggs.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Tacos Tequila Whiskey,,Downtown Mile High,Tacos Tequila Whiskey,"Authentic street tacos, including the fan-favorite Asada and Pollo Agridulce, paired with premium tequila cocktails.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Birdcall,,Section 110,Birdcall,"The tech-forward fried chicken favorite serves up the ""Original Birdcall"" (all-natural crispy chicken, pickles, and bun) and its signature Loaded Tots.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,ChoLon,,Section 103 & United Club,ChoLon,"Chef Lon Symensma brings a touch of elevated Asian fusion, specifically his famous Soup Dumplings (available in the Club) and Kip's Spicy Chicken Sliders.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Osteria Marco,,Downtown Mile High,Osteria Marco,"Part of the Frank Bonanno concept group, serving hand-crafted meatball subs and artisan pizza.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Lucy’s Burger Bar,,Section 111 & 202,Lucy’s Burger Bar,"Home of the ""Jucy Lucy""—a cheese-stuffed beef patty that is a Midwest-meets-Mile-High favorite.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,GQue BBQ,,Section 135 & United Club,GQue BBQ,"The official BBQ of the Broncos, serving up Brisket Sandwiches and Pit Smoked Wings that sell out nearly every game.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,The Bagel Deli,,Section 306 & 327,The Bagel Deli,"A local kosher-style institution serving massive Hot Pastrami on Rye and the new ""Knish-wich"".",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,The Bagel Deli,,Section 306 & 327,Hempler’s Sausages,"The stadium's official sausage provider, offering everything from classic beef franks to the Jalapeño Cheddar Sausage.",,Local Partner,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Rivers Edge Taproom,,Section 114,Rivers Edge Taproom,"A social hub featuring a wide selection of Colorado craft beers from Breckenridge Brewery, Odell, and Great Divide.",,Drinks/Social,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Denver Cocktail Co.,,Multiple Sections,Denver Cocktail Co.,"Specializing in high-speed craft cocktails like the ""Mile High Mule""and the ""Orange Crush Rita"".",,Drinks/Social,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Ikon Pass Lounge,,Section 112,Ikon Pass Lounge,"A mountain-themed social lounge that offers a ski-lodge vibe in the heart of the stadium, perfect for the late-season cold games.",,Drinks/Social,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Wholesome Wonders,,Section 119,Wholesome Wonders,"A dedicated health-focused kiosk offering Vegan Quinoa Bowls, fresh fruit cups, and gluten-free wraps.",,Dietary/Value,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Favs @ Mile High,,"Sections 114, 123, 230, 505",Favs @ Mile High,"The ""Value Menu"" destination for families, offering $5 hot dogs, popcorn, and sodas.",,Dietary/Value,,2026
NFL,Denver Broncos,Empower Field at Mile High,Denver,CO,Gluten-Free Market,,Section 103 & 116,Gluten-Free Market,"A dedicated grab-and-go spot for gluten-free buns, beers, and snacks.",,Dietary/Value,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Jahmyr Gibbs’ Dash Combo,,Sections 100 & 120,Jahmyr Gibbs’ Dash Combo,"A custom creation from the Lions' star RB. It’s a ""Pizza Smashburger""—a griddled patty topped with pizza sauce, pepperoni, mozzarella, and pizza seasoning—served with ""Golden Ring"" tater tots and a side of Honolulu…",,Headline Item,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Turf Tavern,,Section 105,Pho Brisket Sandwich,"A massive sandwich featuring salt-and-pepper brisket coated in pho broth, served on thick rye with garlic mustard aioli and pickled red onions. It comes with a side of pho dipping broth.",,Headline Item,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Streats,,"Sections 109, 126, 217",DET Coney Flight,"Can’t decide on a topping? This flight gives you four mini coneys: the classic, a pickled onion/honey mustard version, crispy shallot/brown mustard, and a green onion/Dijon variant.",,Headline Item,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Fried Ranch Bites,,Section 134 & 201,Fried Ranch Bites,"Softened cream cheese mixed with green onion and ranch powder, wrapped in wonton skins and deep-fried. They’re served with a side of spicy honey for that perfect ""sweet-heat"" balance.",,Headline Item,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Dill Pickle Tater Tots,,Section 230,Dill Pickle Tater Tots,"Tots tossed in a dehydrated salt, white vinegar, and fresh dill mix, served with a side of ranch.",,Headline Item,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Slow's BBQ,,Section 210,Slow's BBQ,"A Detroit institution. The ""Reason"" Sandwich (smoked pork butt in NC BBQ sauce with slaw and pickles) is the heavy hitter here, alongside their legendary mac and cheese.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Paradise Street Eats,,Gridiron Club,Paradise Street Eats,"Bringing global flair with the Butter Chicken Samosas—savory pastries stuffed with tandoori chicken and served with a signature ""butter sauce shot.""",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Honchos,,Section 133,Honchos,"The destination for Latin street food, now featuring the ""Walking Taco"" and house-made taquitos for 2026.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Breadless,,Section 134,Breadless,"A health-conscious local favorite offering high-protein sandwiches wrapped in leafy greens, like the Jerk Chicken and Mango wrap.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Wing Snob,,Section 103,Wing Snob,"Serving up traditional and boneless wings with a wide array of sauces, including a Cajun Dry Rub exclusive to the stadium.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Bombshell Treat Bar,,Section 140,Bombshell Treat Bar,"Famous for their hand-dipped ice cream bars. For 2026, they’ve introduced the ""Honolulu Blue"" raspberry dip bar, topped with marshmallow cream and edible glitter.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,The Cold Truth,,Section 243,The Cold Truth,"Soft-serve and gelato sandwiches, including the ""OG""—vanilla gelato between chocolate chip cookies, dipped in chocolate with a Honolulu Blue moon drizzle.",,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,For The Love of Cheesecake,,Section 114,For The Love of Cheesecake,Serving up individual slices of decadent Banana Pudding and Caramel Apple cheesecake.,,Local Partner,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,The Corner Bar,,Section 222,The Corner Bar,"Inspired by the old ""Corner"" of Michigan and Trumbull. This 9,100-square-foot bar features a 150-linear-foot bar top, a massive video wall, and a collection of Lions memorabilia.",,Drinks/Social,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,The Corner Bar,,Section 222,The Sunday Spritz,"A 2026 signature cocktail—Vodka, Prosecco, blackberry puree, and pink lemonade. Available at cocktail portables throughout the 100 and 200 levels.",,Drinks/Social,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Ultimate Bloody Mary,,Corner Bar & Delta South Club,Ultimate Bloody Mary,"This drink is basically a meal. It comes with a pepperoncini, cheese, olive, pickle, bacon, jalapeño poppers, and a ""shot"" of beer on the side.",,Drinks/Social,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,The Lounge,,North Side,The Lounge,"A fresh, youthful social space hovering five levels above the field, featuring a 48-foot-long bar and open views of the action.",,Drinks/Social,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Power Hour,,Soaring Eagle Casino & Resort,Power Hour,"Located at the Blitz and the Bud Light Party Zone. For the first hour after gates open, fans can grab discounted beer, soda, and hot dogs.",,Dietary/Value,,2026
NFL,Detroit Lions,Ford Field,Detroit,MI,Cooking with Que,,Section 134,Cooking with Que,"The primary destination for vegan and vegetarian fans. Try the ""Oh Kale Yeah"" Burger (Beyond Meat patty with sautéed kale and mushrooms on a pretzel bun) or the Loaded Vegan Mac.",,Dietary/Value,,2026
